   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	  181	  182	  183	  184	  185	  186	  187	  188	  189	  190	  191	  192	  193	  194	  195	  196	  197	  198	  199	  200	  201	  202	  203	  204	  205	  206	  207	  208	  209	  210	  211	  212	  213	  214	  215	  216	  217	  218	  219	  220	  221	  222	  223	
108		53688	 4867	29579	 2890	37963	 6286	38180	 3894	19018	32831	25657	49305	40215	35422	 8160	41167	51707	54027	11374	27400	18171	32899	22585	23016	42199	28815	41061	47018	31795	 4769	15844	41169	55487	15048	39943	37502	52450	 1966	52117	15748	13194	23871	 1714	25224	27175	11817	 4002	31778	30070	59388	24806	11051	49853	50596	23244	48167	44525	26877	 2709	35683	 9381	 3350	30837	46060	 4451	 7253	13209	17930	18246	25456	53940	44566	11447	55021	24380	12001	52512	14644	23264	37610	28345	50548	11646	51802	16777	42681	54379	47825	16562	35171	29608	43906	 6409	44986	50090	48000	32970	55015	43061	 2704	25427	59969	  306	50046	51259	18969	19306	32679	39871	18780	42880	18738	49502	 6184	 3733	58204	27338	25608	 8014	19030	 2482	23449	28869	13434	 1910	37953	55273	31838	26073	 9110	29006	12977	34533	45902	 7691	 6887	18279	25504	36965	56644	28009	 4152	23419	37244	 1341	 2771	 6162	 7518	10774	33282	31455	16118	36193	26674	15954	40813	 1873	36784	13041	54581	21428	 8758	58837	 9266	39973	55035	  359	16925	20034	29933	12773	47207	14763	13448	 3436	34467	56631	57057	54562	19385	57296	  834	32610	16690	27444	19867	56924	37759	37418	12163	19243	45193	52829	 8606	20864	 3127	15278	13516	52666	56919	46061	46990	 7748	 1199	23985	48365	11803	 7398	53163	38478	35280	 6421	 6597	59144	19668	27687	19374	 4624	37489	 9319	50659	53750	53600	20713	
109		51936	11200	 9739	29051	42860	17884	43001	27574	24254	51680	38956	39944	34575	50143	18729	 2583	50962	 8656	10517	26893	53825	49332	 1242	21935	12469	13500	33860	 8826	  630	10549	47267	59585	27329	 9352	36683	21567	57118	 5598	41128	39049	23644	56123	29721	  302	 3789	58599	53164	13254	 7614	11652	14429	18204	35113	13710	37777	 4528	57489	 7062	30439	42724	24750	41771	30502	29777	20744	39697	24746	28159	  829	 8972	 6097	38367	35252	27798	24091	55509	41260	34659	52948	28320	47171	12427	43478	37561	33487	16497	15821	45348	29025	18632	 5151	57447	25641	 9164	53145	20938	49444	39003	45029	42754	30578	42613	 6708	18026	31919	 1307	17544	18629	38273	11362	46896	37098	18842	51266	26629	16367	43625	32334	58883	  217	 3568	 8217	40715	25957	11935	28309	19304	28989	41639	28501	31043	41537	  657	58397	 1280	35583	16153	40797	53456	22391	18180	 2063	42914	37081	41356	38456	 7150	 3998	14393	18796	47387	 4335	49959	23803	34311	27786	50152	20770	42897	16767	41035	57810	13503	13086	51809	37203	54397	27564	29891	18175	30196	53844	42104	46974	41052	37623	54747	 6984	27898	31198	43359	20802	33706	33799	44973	15631	33351	36900	54610	42721	40207	36391	47601	28098	 7427	10391	19322	36830	53972	27584	20278	38080	20631	22708	44175	34822	  824	 1298	20285	43232	20957	20135	43752	51688	24903	49452	30279	25708	18481	 8945	15296	20767	38972	24660	
110		 1917	28774	30796	26521	13521	34794	42462	11004	55559	24589	18010	55749	10622	13541	29789	33157	38047	49279	31039	33177	 6278	25884	28866	19235	31341	40334	48766	 9093	13658	55620	45490	 6669	20224	35452	20109	11593	42582	 1450	50439	42717	38397	 3467	 3045	44652	23376	39190	16198	51896	43469	13692	39804	30785	 2199	32766	17649	55718	29871	12003	49756	59560	51773	14642	59961	50687	24222	57474	40868	26869	40613	24108	 1581	48079	31034	58367	  391	21148	56339	 3296	31523	11282	34946	35310	35597	19076	28590	58973	45898	25171	44615	58551	15106	25033	34289	44197	28128	17724	57141	36261	48798	16643	 3710	21853	35647	17061	36687	 8210	35527	 5542	58224	 5770	17576	44438	  360	56395	26216	43354	 4535	31823	29369	44344	39381	22014	13223	43845	 8212	30772	58200	17287	36860	 9280	24727	23105	37179	18283	55552	27495	28732	29538	29544	53028	13009	12802	12868	13909	  744	31109	27281	 1504	34510	44719	42939	52968	20058	33647	13096	59525	13599	 3523	52854	 6055	 1789	 9200	53234	22454	23776	40056	44788	17165	 3978	17100	23823	12763	 8900	18059	37234	47937	 7924	 8607	 7194	23371	12861	57740	26992	14926	30069	19358	36352	45900	21496	51086	39086	36776	13607	 4622	13033	43096	 8237	36800	 3201	 3639	32807	35537	37111	41886	25493	28010	30960	20968	11023	51396	59474	 4744	36322	16247	18417	38806	 1190	30831	37024	 1256	17495	 7568	50579	41792	
111		22794	29868	46940	 6700	36635	30647	47313	53002	34982	27845	42728	29870	11005	14359	25226	56522	44531	 9687	59129	46110	30526	55865	32065	10154	23913	49703	41319	29929	 1662	25728	21214	30829	48160	 3412	59984	16599	21230	57831	 8521	40599	47497	14627	20696	56181	22893	55355	49845	27120	31803	16450	46970	59401	  429	40590	22781	33428	41721	57280	36428	12822	27244	28263	34251	55839	14143	23104	23216	58411	47468	54414	49360	 6503	35530	34495	57480	46712	16090	 7521	38146	10661	 8960	28903	 6928	 3339	 3820	11355	20590	15366	40281	 8273	13327	43272	13245	32211	 7057	40112	57205	38293	54887	 3808	22048	47790	  769	54484	23472	10596	57243	 1980	43657	12129	28682	16778	29967	15169	51898	11205	57100	 1689	34073	36142	59860	38942	49147	  293	38999	31366	44526	41131	25470	 7035	27611	45409	38839	12708	16146	55175	39392	23691	16049	 3476	15209	31066	10426	 4436	51622	13432	50988	36120	40085	25354	58693	11415	31092	31300	13995	 2541	53550	38704	 1930	34856	55319	21655	 4140	30295	29203	26179	52699	22321	27369	21073	40340	32167	17789	21004	54924	22460	44939	 7415	53241	16426	27161	48355	17075	  153	 6414	45342	13460	50938	27686	35254	17424	31265	 2561	23142	44609	29749	54988	 3080	12017	51615	46798	32739	22065	13361	30430	44111	16501	27805	 2687	58264	15393	 1120	33257	 1377	46909	31398	47050	45027	36324	12699	42108	32589	32157	44999	
112		 8132	  540	48760	40920	18006	17172	21193	55510	38516	52787	20807	57128	 9232	40706	10457	 7159	26854	59127	18289	28993	15325	52427	24999	50465	51469	28465	13027	33688	34873	40205	50821	27731	32504	13871	43492	39812	20323	47865	45818	28769	 4842	34645	10297	   18	44655	53200	 7538	57332	12739	 6147	44938	21421	38624	30112	35217	51834	 8040	58554	11579	 8940	26880	40118	13039	28594	 1301	19046	34402	 6544	53405	32723	38610	   85	38022	47974	52811	44124	 8839	23088	44516	27411	55570	 9922	29455	 9490	 6762	51439	 7956	 7665	30015	16072	55522	22201	28034	15795	17691	10829	 7157	37730	29773	33692	18763	47125	 6419	38595	47560	58141	28182	11298	22567	22345	56063	49369	38796	49942	15769	40860	16007	21091	38881	43514	  361	39621	40893	19371	57835	29432	14133	17479	 1683	29564	13186	24956	16608	 2763	 8793	20076	40777	59145	37118	36215	55411	 2166	27361	22748	45260	33274	58338	54676	34033	 7360	37264	16070	25050	40208	34803	26733	 7338	49590	43652	 1897	52359	 4699	48275	12408	45732	 1198	 8959	17885	43817	 3874	47618	32808	32745	44841	23853	30543	20502	 4758	39714	53238	55119	 3764	34300	59677	35180	 1829	36701	15605	 7023	 6817	 2744	41295	41437	26695	13840	13618	16641	56061	46614	48199	57538	16958	46433	46028	17225	14770	43220	26108	44844	18727	57096	40859	59424	10819	57736	41861	22342	22908	49070	42752	20092	56122	 9069	52783	
113		56206	52346	14192	59890	38809	51145	53180	53046	24847	16233	 9370	13794	58691	23789	25301	 2662	10138	52826	40003	30863	30059	55514	53386	19814	23213	59352	49345	 6329	 2337	20498	 7110	45127	57115	43250	43629	32231	 3694	35759	33964	55600	13325	51901	19225	33405	39007	36972	28896	52708	48769	 1701	17409	18630	45292	 8586	26681	39151	55238	21382	39875	27571	19156	15133	57959	23627	18372	35821	11490	39054	   39	29425	43143	31313	24859	 6865	24332	 8148	37115	43971	12625	 4191	42577	38519	47389	30669	36459	38196	31783	55259	38602	12885	45547	14470	 2552	12947	49395	34011	17047	33249	12402	 8776	50849	40382	17042	18612	34623	22012	59947	32327	 8189	24795	55416	 7379	14412	16038	15355	 2785	31718	42945	43786	56546	52291	41546	 3520	21201	22642	 1708	50136	17207	 3121	25324	10404	59998	46496	53679	37644	20782	42212	40431	22927	28571	19631	10833	11540	21653	58919	55481	18704	37490	52079	22402	32825	48376	56666	15515	54185	 9780	  249	17433	28510	10546	55006	15227	40286	35195	20091	21255	21296	40100	31918	 8137	  503	17503	13104	15088	31352	37149	54053	20002	46639	46719	25317	18948	27347	39428	36244	17985	41361	58557	31304	46385	56550	34305	50703	30121	47554	31343	39488	38730	34662	 9249	37209	57574	25272	59636	52221	27683	55723	20220	22268	 6778	36281	11170	37589	44747	53522	25653	17406	51638	14338	  814	34869	48814	14000	32028	
114		45165	 7229	23437	16008	26857	 8881	10830	37731	 8310	14126	13488	 7672	49689	32501	 5673	43551	57707	34568	32761	43431	 4176	22255	56039	59915	54788	50835	36177	28329	31124	 7769	52066	14804	20290	32041	21454	11569	41209	19915	 6404	36752	 9047	10047	38608	30250	26676	 1137	28023	23178	17569	17850	50233	44493	55531	55821	 2933	50262	19002	54332	56983	13773	32656	50003	54458	14242	56150	45347	24525	 4424	36909	50951	46288	 3584	39655	20838	54281	 9631	  857	38650	35975	32288	14898	13811	25223	43074	48637	 9512	 4429	 4920	49743	46133	31120	47623	50011	14730	28873	12550	41944	52464	15760	18902	25460	 3148	18494	45373	30964	 7854	32273	 9900	39112	17559	23702	31255	57644	 5785	 3586	 3159	56725	12175	16602	 2639	39772	45023	14941	30532	 2928	12145	21761	26332	 6587	55496	24818	 4206	23429	 8966	45533	19550	25302	16864	26551	15880	59754	58046	11409	49568	28851	51663	18700	29938	 6745	 3120	52410	13577	14494	39122	47988	17461	 4221	28336	40288	 8180	10614	30770	41430	21020	54113	45772	51402	51303	44899	21263	58560	49034	22727	14626	 5684	57366	 1347	18504	18931	37595	 1026	11800	 1506	50958	19549	40521	44734	58658	44176	38160	 8524	45861	56634	19132	58037	54246	36544	37557	 7476	23709	30036	52914	52597	21318	  546	13543	56152	 6065	50008	32426	19499	53563	 6361	44682	28528	13475	35154	27804	45790	20312	37061	48862	17641	25021	
115		34963	42124	32319	10088	46244	54271	 7819	17208	45476	28024	30586	32973	26739	30396	50056	27141	58654	30880	32866	 6616	23837	57426	33861	13354	17430	36893	 2192	50313	38050	51784	44933	 6740	  539	19632	12901	46381	11073	46267	57819	31952	20442	50898	30221	37871	11678	 2493	49183	30153	 7465	14012	38875	  271	51534	21418	27811	25544	39137	11863	42261	22657	49433	14432	12239	48858	52023	 2474	22650	18267	 6727	 2213	17970	58620	15653	12624	14759	 8550	50337	34853	55756	48847	15117	51635	18951	16937	12155	16230	52924	 4013	 9350	23916	17715	58803	47337	33908	21800	 4340	46839	55972	27990	14100	52746	55061	59302	45005	50590	30569	57156	28802	19911	40963	11361	14027	14149	 5160	19897	37633	59563	40713	 5236	13633	57153	25895	35484	34229	59199	 3760	20523	 3641	22734	33671	17730	 2859	29109	42537	40849	31440	49906	46762	  845	45385	53697	39927	45418	28419	 2900	28861	45411	11263	40129	 1497	 7326	 2599	46253	40922	57180	37329	 7658	46883	35075	21765	 8894	 3842	 4722	35123	40931	13128	15226	55650	 9820	47800	18166	43808	27532	31436	 4149	46179	28741	 3622	44983	 2710	  615	20709	33786	36984	49241	45112	11122	35927	54762	44721	36808	27945	55213	50249	40990	48499	48859	26793	32330	 9528	47810	42232	56670	15940	29966	15319	25443	12479	47320	35970	55750	20432	 7554	53065	29877	   76	37834	26055	56463	34874	33285	27904	 5511	57519	
116		54816	50730	 1152	  937	 3438	28521	54201	16504	51884	14045	14038	42089	34835	34469	17676	32921	21173	59143	  643	28153	 7241	16611	32636	 6905	41510	42210	27852	55361	40333	31677	56413	32815	26762	30602	18296	21085	45725	46240	17510	57656	52313	43832	44040	12879	 5277	39553	11887	44146	58438	26361	 8015	59494	33632	48732	48714	22796	38073	58785	12146	54461	35951	35393	42220	50643	27118	 5061	22513	20161	31002	19940	30896	33020	17186	40043	46768	10064	28745	57150	54939	 5150	51370	29385	49686	 8372	31336	12098	15493	15599	56343	49767	55636	21060	10333	21179	28428	41498	17846	 2121	20515	14856	40098	18869	27519	48104	47552	55384	35242	45506	26226	12904	45091	56356	50728	 7750	28882	49780	51385	47731	23261	59107	33426	48330	 1997	39756	22877	51515	20546	  404	59016	55737	36998	37457	34103	21720	 3123	44483	53131	43222	31033	40045	26780	19324	19857	34134	38442	15180	14661	16060	 9106	35490	59099	59254	 4380	45945	20814	23061	12750	 9720	18404	 4155	33787	24659	33761	 9688	 9327	38801	33219	13792	46583	 6403	42629	41816	25378	26112	42557	23184	 8178	44230	33764	51036	44451	54083	 6828	16478	36328	29123	35571	52321	41012	35359	13531	 8257	18722	45559	 4347	 6722	28352	56231	56040	27794	52565	22307	 7900	18910	44394	41836	 4024	38171	14878	34793	23833	57109	43082	43486	40195	11978	24325	15930	15162	21087	45911	25789	37302	50851	
117		47217	 3160	20630	59077	16056	36439	38811	 8223	28946	 5069	57281	 8039	33125	44329	47984	 2669	12220	59390	25679	33879	14628	24033	47504	18421	19546	20593	46470	 1860	 8305	24465	46438	29696	22318	48189	59317	51709	28504	29029	58801	53715	 9360	37910	32750	  369	47567	53860	13991	48241	54577	44221	35722	24869	44315	45019	33073	51501	56717	23834	26944	 4922	16408	 7965	49775	24266	41436	24361	14679	 1733	45143	57101	16464	21533	11225	 4319	29699	45308	27379	19710	35398	 3008	34441	46817	40122	42668	 7673	 6181	 3772	31210	11404	41057	55787	37706	 5270	13561	43379	10459	52623	 6054	39662	52370	 3200	30657	44850	17734	48913	50387	17753	 3580	37741	 1094	43856	31602	39606	18130	48441	39129	12318	23596	33093	  253	33552	15932	20348	26420	15464	34292	20166	39893	13638	31239	21559	46008	43852	25999	46610	49603	14662	39840	 9673	22194	56682	35619	55809	 5803	55471	38689	26001	 9915	48574	 1379	 5530	35616	10221	41146	57836	11213	41091	39352	53326	24648	33355	49237	47122	24654	18258	28382	43225	23847	31873	 9257	 7794	46050	45305	12893	57931	47823	21202	58306	 6316	56917	56064	46864	58474	47248	38108	20022	27690	 9287	44980	20379	26984	37793	41807	25200	 8658	34960	 6864	40342	16940	49259	44118	19125	56757	54709	59096	19884	42793	 5127	40964	28591	18661	 9032	20097	37675	17656	 4381	40437	16712	49557	 5918	12030	19263	 9445	 4393	
118		27016	  770	 8165	22310	 3805	49465	 4059	27374	49990	24873	26330	26257	48848	22422	59817	15635	38333	10595	20596	55442	 2175	51597	18049	45896	38266	38935	37293	 8243	27342	14110	36350	46850	58816	37321	36648	44086	 9202	36481	10360	42322	 8213	21587	27599	27694	35626	31145	22139	21010	38665	49166	45903	25454	44138	33872	35552	25185	36062	30773	22351	 6849	52897	18020	42984	30680	45839	27545	35250	22972	49930	48520	51931	21003	19590	 6976	36556	10172	10752	 4428	55102	 4990	47461	11840	38066	10937	20972	15953	 4237	53026	15276	31830	21541	 6716	49257	29803	11928	 9593	  958	18640	 5234	17515	11269	15905	57703	36275	23155	42365	16854	14363	52612	17269	14135	28494	11912	  428	20359	  872	34018	44222	41073	12130	42829	24520	30571	42441	49412	21093	10570	14781	20796	15607	15789	47913	 1423	 9335	36397	26399	49644	33998	16617	24523	56816	45618	55880	45447	 8598	39504	18837	58312	 1033	32629	32517	 5947	22443	 9693	46393	50305	53269	55769	54699	42809	47076	 5674	14395	23153	25106	59109	48069	56667	26377	50196	14785	25192	14145	19723	58830	36112	48840	42173	52515	22495	20079	25943	30049	 7347	 7877	29403	 4495	54256	37231	22258	49089	11329	48418	21784	19036	22921	18129	14235	23957	 9949	 7771	 1677	48874	52234	48667	17881	38231	38372	19208	20232	57510	47685	 8299	 1118	42185	59083	 3220	52049	56114	20475	42412	  450	28804	25639	
119		57979	55779	30546	39643	59046	51284	25959	51660	 5920	48817	18839	40652	51494	51728	35475	56167	47583	55013	55829	13187	32516	52524	54540	  393	27964	 8046	47846	38882	44535	49861	10260	40134	17459	23377	49038	16871	26012	40539	14580	56049	52159	53863	15935	 3861	22109	35241	11175	31280	 1400	 9565	25587	 1976	14278	34412	 1686	27460	20555	59804	26123	51329	28451	27861	45919	23484	52185	21680	54902	21649	25448	20629	42612	30511	27838	29796	39156	51097	18721	56544	55641	49759	36727	13776	 6407	54733	 6016	30735	14065	42998	11791	37215	 9507	28545	37500	33102	10581	20015	15916	41600	 6814	31924	49047	58834	31369	55381	24420	59613	31395	43593	15622	47688	54174	 8971	58453	55473	16536	 5719	26273	 3058	38952	20429	22557	40335	 8168	44158	46469	49018	 1390	31578	24002	 8500	26488	 6042	52143	22848	55280	11318	36331	44795	26478	57405	42110	58110	48463	52344	 4225	 5436	  366	28925	56094	57143	30110	28947	33613	 4582	20424	57950	19622	33830	57593	54072	25469	12516	40952	 6963	 6594	41673	19611	14128	12057	16029	35093	17926	32637	55239	50335	43642	37738	46010	58127	53077	23030	 6911	20518	 8865	45695	 7955	47557	33194	50418	38969	12186	29045	44544	  849	 5932	28491	 5526	31678	56166	26683	22609	 1484	38884	 9079	15946	13469	 8114	 8553	43230	48288	26206	50383	 6746	 1908	 1257	35417	19400	 9337	48773	43730	16476	34137	12944	47936	
120		20568	50956	41887	32345	21715	21806	19787	40303	53305	19930	32389	16194	45831	26085	47405	21874	19583	23249	14274	35651	  635	26450	11670	22416	28584	33245	18554	57461	48523	24287	22997	 3256	17394	40591	19007	26991	 7786	 4781	59725	19336	50302	  238	46679	39597	44135	13869	56815	58936	32747	18281	 7037	29811	55663	15317	44253	22517	28822	 3945	29909	58609	57387	46102	42598	 5622	45841	  365	 8073	32413	50285	49441	39760	36480	10192	42317	36370	14314	13470	15552	36653	13993	41417	23048	36844	50964	 6655	45003	42179	48351	37366	43667	17403	27194	31798	58784	58800	43447	16197	46455	 2778	 1355	40547	  627	30123	21604	58871	35399	 3291	45701	22753	25910	24153	23359	54930	 2433	53796	59240	57930	46266	21199	31087	  267	42882	24923	24227	 2620	23150	51381	38056	45279	 4514	 7147	 4302	25173	 9275	41560	50413	29343	36055	43734	26770	27950	18344	24540	58717	32932	48225	48462	12310	39868	28210	57905	50715	26177	56826	47138	 2514	11168	  751	58680	39530	14348	24584	21165	16983	33734	41622	53102	15311	15469	15751	 4944	32014	32953	11112	17164	 6093	29707	47787	26540	 4023	53703	 7315	37486	26317	11895	13667	27382	17808	45217	 4914	 5351	 1782	48616	22285	10710	24924	 9534	 9163	16503	32757	30593	  207	28093	11053	35916	32246	11454	37833	37957	 7547	44338	13602	57183	53836	52530	38189	28001	48278	29573	19812	13817	11276	26684	 1259	
121		27334	49229	 3607	57657	29352	 8424	11554	53225	50961	 9942	29948	58516	30199	43142	23821	43286	35725	 8523	56561	49390	38275	59278	31251	44062	52248	53445	 6629	13530	20587	56668	55512	58070	36925	32221	38060	21673	34616	13150	 3294	 8792	43506	56129	 7440	15717	26506	53888	44447	26446	50384	45332	14043	18850	32091	23623	 8604	45032	31457	44460	20172	55231	33101	24793	27090	41553	 8820	38829	54974	31037	10509	44611	13548	31302	13643	39733	59454	11687	 6721	59534	22329	14512	59572	30099	26070	52568	24607	47150	46548	16383	 5328	17070	 6518	58035	53168	 2272	39582	 6742	37468	37984	29732	41643	 2242	59304	 6128	 6255	19416	22366	17824	  386	25948	16649	 3631	22789	53535	49063	32897	20916	 1174	31782	 9675	51275	48001	39817	 8527	49039	25602	25203	15422	16963	 8739	30230	58855	16492	42150	22400	  518	 5934	 3083	19815	37067	59492	37804	51947	10072	42149	 8509	50343	 2683	39568	33507	15111	31338	 6073	28933	 3840	 7660	19095	16394	16957	22788	29101	52448	15563	24518	 6462	48482	25506	22785	49467	31928	37021	20301	 6910	43327	 5784	45334	58114	30724	42198	29281	47811	51460	42225	21189	30214	27621	22250	52030	39066	49362	37114	32949	54020	35410	57583	30369	 8083	23107	37579	53904	14606	41186	50542	15284	 2054	48393	53983	21013	 9054	32019	 4907	15202	38747	12724	50934	18134	26281	57996	46187	 3555	22376	11414	38176	47942	19627	
122		10743	14233	35168	 3128	20851	33469	41957	 8363	14159	36187	28679	 4400	43148	29658	34453	24530	36930	57847	 6236	21190	26441	 7144	20764	10345	55925	42143	18803	37929	13964	38409	51745	59607	57871	33399	59268	38986	 3988	30621	 1652	32569	49423	27639	 9703	20240	23858	 3065	40586	34708	26730	31244	10932	14608	13552	11602	41413	16238	 5979	19211	52574	41267	14612	19290	 5390	14648	12636	49092	28765	41576	20874	25090	34812	 4499	33785	39925	22092	37349	17966	35089	 1670	42340	33770	40308	52288	52827	38625	58124	25508	32650	 6479	50818	 8459	55825	58262	54082	16814	38320	 6461	  999	13262	 3581	54964	13439	53295	25989	57739	 2950	16298	58663	21692	44327	10022	22472	54009	51105	27288	20127	11378	17327	57863	38349	13888	52401	56973	50289	57842	42263	52298	12087	45577	48344	33178	48638	 8664	28669	46458	24123	11916	33398	 2391	34806	10393	36382	35415	 8698	14250	44179	 6938	39698	32233	12915	24015	 4816	59883	 1248	 4653	10687	43814	44038	23308	13525	51723	23378	50098	23633	17046	11230	17258	51173	45789	39730	23521	44202	31715	21474	47873	14090	45020	27939	10046	19113	13866	38480	52747	 5108	35595	31083	43586	28220	 1535	26428	54684	48527	42003	 7941	35778	 2676	 2132	10231	27155	 3695	55626	14721	57755	54605	18295	51953	48919	15496	 2813	14210	 2319	27007	25035	12576	21633	22128	31870	14862	21471	58582	42287	18594	24245	26485	
123		41023	 6824	25598	49492	 8325	13774	17050	33392	18669	44147	26224	59678	11756	 1525	28359	19331	26874	27661	25568	55152	58887	 9044	44302	 7721	 6859	41276	 4572	 5721	25161	48851	 3769	19788	55854	43810	38921	 6811	55406	27504	43510	47817	59645	 4365	15665	38143	46572	 2799	40299	14995	31583	27059	 5625	10692	 7735	 4719	18581	25930	46283	56501	41984	50634	31363	10712	16779	31930	57043	50729	41071	13301	18821	38577	 4383	40560	48720	37441	15017	45607	50260	52293	15452	19841	11713	18305	36240	 7175	 2881	 9717	47087	 6431	45174	  434	15435	22282	18197	49424	10894	45631	50348	25467	30380	44469	37701	58404	 7067	49609	37992	  446	59593	 7983	14672	42363	50877	30873	21573	45497	24769	21971	 3747	19745	 6674	24831	15489	25665	45156	 1773	43149	51185	55557	28940	 1476	15629	16578	21240	12025	 1097	32765	20662	51373	 5802	51987	16679	53942	24680	 2194	55279	46953	 3368	12103	44402	24051	13786	33653	33776	40089	59139	13452	41592	29609	48533	24443	26461	52493	48546	53460	46488	33735	52259	55928	56459	39627	45940	 2083	56933	29865	52559	 3308	41024	40980	36291	48830	43513	19655	25328	 6261	52265	30092	10336	 2034	31335	 3199	 1814	58353	40845	34789	53880	17039	 3092	49573	19170	22763	51186	 8352	30627	53019	 3576	20052	58534	53091	19345	45543	 4498	 5144	 9796	20904	38177	41563	28995	25132	39111	34824	18198	 7072	16986	 7795	 6506	
124		57541	10761	56403	52127	57516	32276	17136	 4056	30309	21038	30989	21871	12765	31524	 5458	 2589	14904	42268	 9218	46278	22200	 1633	29172	25528	  996	13260	55635	31885	35587	54953	49857	52690	29208	13957	42820	50781	29879	 2010	28480	  646	 1895	48428	38475	45715	54971	49719	58585	53088	41968	 4946	37970	41539	55632	26534	47227	31775	59627	 7759	23222	25017	11375	48725	44849	56699	47187	56669	 5863	14499	 5382	10314	17281	42640	17915	55599	56727	26264	13298	58371	37229	35020	52421	48366	13691	55399	54510	39636	56162	14501	15423	 4578	16872	39564	58825	31734	25906	43835	 1890	55706	32478	44598	46753	51429	38285	45381	28818	24340	11858	49981	10609	25734	41233	51049	34544	44284	45625	10569	50469	 9026	 3889	 8755	47630	10582	10714	51010	 5036	28771	 6705	44114	28676	31211	 4148	13734	27863	  869	14535	43774	46093	44059	25700	56574	25209	 4983	56311	45085	57160	14720	44448	22359	22333	31483	 6436	27980	13290	22358	 6050	38990	48591	33040	11796	32843	36364	59303	25590	54058	31636	 2551	25630	10312	54470	24785	27888	36086	10281	22497	 4041	  787	55946	13953	48098	34682	45406	 9394	 8886	27796	21881	32324	23251	15925	 6789	14366	 4834	28414	38195	28701	24552	30021	24868	49422	40172	39148	12631	11581	24587	22586	22654	32500	42186	 4087	55889	15712	27826	 8140	53805	58484	27929	53762	58787	 3838	58023	40005	 7901	55811	20234	 7114	
125		25776	57735	49062	46395	54497	55657	34714	11857	34167	20300	19981	11626	29563	45878	21637	43449	48895	50111	10831	 9209	12993	27570	42964	29242	17101	15064	10630	 6252	10898	51726	56897	11641	41711	16591	43315	54283	27501	38292	51222	33210	51735	38148	35642	17367	53984	 2358	29642	57475	21826	53708	24553	 2231	58927	16075	43213	49204	18156	12983	18857	13275	54352	59188	 9339	27788	34153	 8157	49410	11028	55714	38955	 2854	 5926	48573	46358	12091	51072	55766	58947	54169	45997	34748	50256	24471	16166	53897	40262	48696	19029	38755	30421	54477	50950	 1237	 4153	57154	59493	19557	 3306	 5009	27344	52906	  926	34945	 3285	12843	40125	39823	43949	43890	21208	10408	20393	50488	16023	16093	21930	34376	13760	  229	49827	49555	46329	  904	49350	22223	22061	22938	21203	43027	18549	32824	49498	39518	49811	22990	41070	44239	57649	  912	49499	21557	 5476	34466	43782	28653	34846	25013	57537	 3567	41624	19316	16311	42498	 2058	21698	22562	57333	17556	12873	47637	31833	26624	34969	57343	50221	55004	22018	58689	42569	52682	51060	 5968	39075	49153	43523	 7033	48231	 2353	 4244	 2172	51532	 2853	 7058	33158	53506	29219	18912	26476	56576	18327	54276	30358	47716	 3139	13780	 7073	57290	  185	10017	21268	 8221	58307	42377	 7168	50201	24864	12903	50482	30422	29509	28808	31295	42807	30041	 9543	30871	48057	43287	 4042	 7945	25244	51154	56932	45844	
