   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	
 60		33506	21087	 2108	12615	57217	 4683	38563	33725	     	46927	 3921	38536	54027	27534	11612	 9633	44231	16236	47746	15736	27321	 1223	38749	24230	10304	45817	41782	49129	     	     	55457	13576	 2341	 2528	30880	36185	31483	22401	45540	     	34269	11217	 1333	49509	31793	 7261	20599	32179	40562	48390	11971	12923	 7103	28261	     	49761	51070	     	40076	47404	 8568	32070	34705	54951	31701	49772	15771	40032	  538	36771	36931	
 61		50779	     	19555	40660	36473	18660	48901	17654	20875	51804	31776	17355	37721	31957	 4821	23674	59976	11729	43473	     	49825	32350	34192	34993	 7702	31216	59909	 5104	44526	 9424	29033	10573	55300	39975	10533	11018	39696	 3182	39803	52544	 4124	40646	     	37115	53652	40928	 4390	53277	51063	25931	18425	18680	12151	29070	44521	56420	     	26464	31787	23308	16216	 6076	 3642	52884	42264	25213	 4587	40248	 8505	     	 6097	
 62		27149	29016	 5689	27637	59558	 7283	55999	  360	39086	20146	 6478	56749	19263	18182	47232	11075	37418	 8554	56460	21294	 6634	19361	45520	25275	56679	58405	44210	20016	50087	41896	20568	  274	17620	 1057	10873	45188	53744	41554	43205	     	33670	51682	51750	14792	20673	20380	 1041	33593	  148	16186	 3367	28740	     	 2967	 1341	25729	55173	11379	47277	45381	 3008	37855	27144	 6148	35229	47677	39196	53427	50024	14989	  325	
 63		30819	21829	28968	55215	46469	17212	17203	17790	54966	42615	     	42838	20101	33390	28273	47535	43765	25496	50180	15113	23786	10233	14211	50338	56157	37533	28080	  156	31635	59255	26485	49308	48467	50812	47422	  214	15840	54816	53156	18881	11271	17641	59758	42736	11657	43469	48890	 8397	10069	25776	18796	51610	31607	30405	49505	     	55768	20073	37423	 5492	16486	49207	10618	28769	 8467	16360	13118	44216	12501	 8965	     	
 64		 1994	14252	15716	19093	27934	35165	27268	57846	27607	57980	24947	20656	24807	14321	31159	19803	25069	     	15192	39280	24782	32340	17243	53536	34209	41052	44964	39226	     	47312	19488	27582	11940	24240	47781	    8	54933	19804	     	 9110	54918	25618	     	48726	 2070	14294	25087	46053	32173	36678	30770	55777	47760	10996	36899	16714	44317	 3937	45651	27065	26515	 7992	42029	26432	23519	20864	     	30458	42840	58244	  687	
 65		27041	 9160	10695	40158	51987	56890	13713	43263	     	 8733	31917	36725	49023	57002	24645	48039	 5635	44250	41116	51605	11346	     	43729	27430	 9774	49975	59094	 1699	28999	13906	52827	53956	27332	30461	 6147	32223	11338	13382	34913	43030	 1998	39418	  991	44674	18851	     	 9990	16781	 3577	35843	 5420	53058	10036	10351	19119	25825	 6659	23173	53049	 4718	     	 8217	48909	43588	 5800	10125	51838	 4872	23566	16774	 5367	
 66		   53	51060	36200	45457	38112	58953	30029	29402	38380	27877	 9823	25767	16935	42837	48969	50621	49856	41522	 3932	 9265	 4330	26784	31475	15663	35289	59998	31277	26238	33834	10813	11882	55643	12575	34072	57078	 7040	39427	37865	14379	28226	59914	14268	35252	12016	13406	56868	27498	     	19680	 8977	  776	21413	38231	48970	37197	59085	 9252	36296	31063	     	 3830	38699	45110	     	 1872	48842	13925	36980	52494	37139	11455	
 67		51101	20457	54452	 8815	45958	15685	53764	54304	     	27841	37346	19303	46073	     	44426	22870	13532	 9906	38989	29690	34436	56010	24233	24794	34439	 1161	59066	 1727	35262	16479	40837	55293	43304	24643	56894	57829	59243	10845	55778	24821	37615	 5719	 5076	51352	  331	36497	41272	44876	51989	54860	38215	56556	35929	48674	 5784	26888	17077	 1081	25071	     	 1532	18638	17177	     	 5441	41935	56398	50695	32975	40379	52288	
 68		34693	33126	55448	42304	56901	 3729	20065	     	     	34624	49559	 9366	11883	47725	18930	19694	24642	 6157	15638	 4246	 2081	21975	20034	30697	41708	49601	36191	52857	18562	20531	51436	52579	41161	 7868	57056	 4885	40046	56256	 1327	34182	14505	 4177	11637	     	49581	47084	27039	49989	43980	  254	 6779	41569	27251	10788	 5659	11834	48727	48689	37839	 5038	11878	42652	38459	38923	45655	46914	26481	  492	36423	30863	33621	
 69		 9412	 6150	 7313	54812	29230	45118	23678	38595	 8179	14912	34976	49499	14502	54568	     	33646	12578	53081	30259	19567	19346	 9832	11038	28138	18528	12335	58053	41788	53042	53413	12370	34795	56311	34399	 2545	35162	     	56017	     	 8483	29299	54503	45800	27124	56888	34900	39910	21767	51390	10029	33701	57081	14694	18255	58912	36134	     	41489	 1470	16132	19366	32493	12571	49732	40832	39925	55221	 3986	43987	20228	58864	
 70		46090	53220	 9559	35470	28768	     	43376	20534	49904	33371	12782	39727	 8120	43706	48010	 6777	19593	     	48219	16356	31680	12080	58701	 7338	39204	23289	55754	27191	 7147	13567	24311	13148	15561	33969	39930	41638	45632	 4410	 7295	13903	52029	14255	17929	  669	55361	43846	 3892	 4113	25350	28742	     	34128	44244	39408	     	30382	38559	30934	40247	20309	 4484	12154	10194	15731	46732	55672	 4659	57129	14714	31297	 2243	
