   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	
 59		48674	42174	19348	29361	21931	36194	35724	31359	41043	34416	12566	40756	 4987	27877	23151	27843	 8247	31646	50786	25996	33809	42110	51034	18386	45653	45610	23600	21722	28569	22908	23689	38104	34704	38182	 9627	 7193	56322	31245	51648	11985	49193	54812	26364	50374	38281	44332	 3851	59930	 6043	 9801	 2579	51676	18131	26417	29061	37451	28995	 5725	39069	 3032	 9056	 6192	38187	52366	53351	24528	10872	54846	56169	18079	47420	
 60		39494	18397	45598	52206	19140	50632	52218	 1279	29493	27492	 2696	53119	59869	20232	43076	 3811	56980	17413	22864	49776	52045	54253	13197	 5819	50219	37938	28325	31881	54072	36848	16887	59425	24874	     	55671	22205	41587	32413	48629	17757	49874	46981	25100	 9165	 4872	11658	32795	14313	24220	29288	  995	57977	 3364	24526	16631	23502	49995	45490	26553	40995	   73	24022	30827	55528	34839	14669	32471	45592	16880	40210	52153	
 61		20827	32550	 3383	 3974	54482	50309	 2594	56801	41266	28405	36302	30608	11450	35666	21850	29474	26934	30872	22770	44948	 7969	44443	27933	 4287	34607	41124	52527	18366	13984	31953	38509	32630	34962	 9948	57838	38645	51457	47529	33928	58396	24090	46876	23370	26390	28073	17720	20746	57656	27188	42061	56303	 9835	40068	49895	36850	22974	21343	 2191	27404	45913	34795	31251	12815	 3971	22993	16849	21490	39544	 7701	  967	48512	
 62		35338	48726	49849	38473	57840	59948	11236	20558	51186	 2790	40965	57144	44307	19805	25530	41148	39491	47361	33112	19468	51880	25651	 9639	 4136	58517	26724	57626	41784	 8076	13232	31390	32995	42752	37698	47637	38609	16687	38991	50437	 7309	 5325	45940	 5762	11576	21174	17903	30770	58032	25077	58038	23183	58892	 9529	22821	 7124	 3507	55623	52324	34819	 9501	53689	22574	 1723	 4756	42735	58071	57470	19240	34093	54644	30157	
 63		44527	15969	 2075	22313	 4890	34307	22566	57609	13848	12675	28404	37178	20411	49830	11796	13934	 3660	33272	55370	45231	 3104	34718	36716	34402	48702	20199	54701	30209	55703	28655	52067	25037	44784	11870	42153	58878	16512	42576	28765	58257	 9654	55565	 9250	 3871	49827	35402	29290	 8310	26837	14192	36662	57265	     	40565	47910	58384	32160	 8636	34929	32698	11007	17053	     	15034	35046	 4215	58144	43409	26546	55141	 7897	
 64		13356	58898	10411	47578	30024	32121	 6027	25001	22357	39397	50798	59074	 2961	26466	39900	 1690	38761	20980	15917	33406	49739	53853	54645	 4605	47666	52765	57100	15074	15899	45453	44133	 6962	 8641	56457	10597	12283	42651	48036	19996	33757	18994	     	53481	28320	24615	56740	 9411	16772	     	55346	 5158	49042	18221	20144	30049	16314	38038	34574	 7668	55934	 1444	14785	58897	41717	16926	27605	 8299	40743	10065	59545	37726	
 65		 1682	48770	40048	50246	17043	33804	 9852	25738	12178	29781	51027	11384	29705	34683	11747	 7322	39966	18258	29481	27391	34048	44564	29508	37040	25671	49950	28273	30321	34902	11621	18603	50163	21022	35640	  298	38147	42284	 7550	25915	38539	11282	 8317	32077	10201	 4104	49447	41284	42688	38028	 8969	36525	30382	46739	52978	14521	 2235	17649	55484	10994	56093	28207	40962	22244	 2399	59332	51980	50037	27004	33081	34458	22243	
 66		56820	39080	15903	49127	 2573	33501	18778	58320	 7491	52629	16171	 8544	58100	 3932	16094	 4862	35786	52951	38591	32950	44953	32763	 1387	50331	56618	21676	32803	 2778	42123	35718	42397	18607	56524	 2645	 3532	24061	 6631	53383	37511	 4469	41162	59515	50902	 6648	25355	11516	15735	34218	10931	 1995	33409	14863	48275	53416	13890	 2618	40768	52195	24627	25071	30900	58940	20518	38832	31149	30734	 9912	50531	46189	50228	14017	
 67		40914	 5500	43678	19474	41103	56545	25167	51293	 3211	55063	  796	37286	18025	 3931	37071	44722	 7313	41034	56009	32841	18752	18488	13236	53276	38068	24273	29760	54129	10701	53254	42122	 6467	54774	36926	 4816	48210	29263	17542	39372	37804	35005	 5316	24447	46374	  845	52731	50062	49548	20924	51671	 8437	22774	23851	57932	13889	36812	10267	45016	51502	46931	13533	47204	  914	54417	42493	 9688	27367	 1730	56049	 5758	17423	
 68		37284	27239	 9235	 7561	47175	59253	 9174	47306	21590	47660	36070	58414	     	17912	38383	 9361	59310	13075	13389	56960	 5905	15439	38552	51555	14351	28531	57868	43656	28384	25717	 7483	30350	26573	44738	49819	 6901	 2238	40351	41534	14605	12121	43037	26140	37691	 7089	14541	59749	 3618	38790	31706	     	48643	56038	34727	58969	45884	 6024	31547	18743	53156	 1071	37578	35631	19094	15743	 3391	13104	54405	13813	11454	 4964	
 69		19561	43230	29235	19201	41407	50555	19420	56664	31677	47117	 6454	42525	31169	25143	 8607	22069	20578	 4566	 1129	21206	17490	43809	38518	 7289	36895	10558	13729	 9457	14415	 9328	57724	54117	  113	46497	39394	 6221	10543	20228	39670	26868	18466	32585	52412	46251	54144	35559	45671	17641	 9686	33784	21909	24218	26852	13053	24486	10581	 9553	58078	58055	38876	17870	51189	 3843	19901	13557	49246	37373	20297	41930	22032	16587	
 70		13868	14844	 5160	26313	45958	37107	 9359	43622	23728	54375	40007	30721	51070	50134	 7215	12762	16545	28136	53673	27944	42544	11467	53133	34890	25075	43104	57581	43582	58771	57272	10039	21282	 5193	51126	19335	21900	45579	39868	24650	50106	33190	12180	58617	41217	52552	50619	22880	56162	58504	17655	28776	16768	 8628	49342	     	13561	50033	 8531	32575	48105	35533	28796	43707	15214	26044	55558	23788	 5494	56317	15817	 2692	
